Card ID,Name,Game,Card Type,Cycle,Card Size,Found In,Used For,BP Level,Backside Effects,AT/GT?,AT/GT,Resources,Non-Response Text,Responses,Crit Lore,Crit Response,Secrets,FAQ,Errata
ES3130,Eyes That Saw,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,II,,AT,11,1 Black Wool Strand,,"Fail {Burn}. Each Titan gains 1 Despair token, then suffers {Ur-Knocback 4}. :Wound Gain the [Holy Terror|EL2596] Condition card. {Flicker}","In those eyes you find despair, for despite their divine gleam they have seen fear","Immediately remove from Battle all cards from the Obol deck except 1 _You Live!_ and 1 _You died_ Obol card. Then, perform a *Bonus Attack!*",,,
ES3131,Olympian Remains,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,II,,GT,12,1 Fading Light Construct,,Fail {Burn}. Gain 2 Ambrosia tokens. {Flicker}. :Wound Gain 2 Aether tokens. {Flicker},To Dark Do We At Last Return,"Gain the [Headdress of the Deep|EJ2977] @Gear card (Secret Deck 18, card 293)! If you already have it, gain the Sea King's Crest Rare resource instead",,,
ES3132,Aetherfire Cowl,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,II,,AT-Q,10,"2 Oxydized Ambrosia, 1 Fading Light Construct",,Instinct {Burn}. Flip 1 Oxygen token. {Ur-Knockback 6}. {Flicker},"It burns with a baleful fire, one that the Nietzschean tried and failed to imitate. This is a true crown for a dead king",Disable the {Ur-Pull X} Keyword,,,
ES3133,Blacklight Xiphos,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,II,,AT,11,1 Black Wool Strand,,Fail {Ur-Pull 2}. :Wound Gain 2 Ambrosia tokens. {Ur-Knockback 6}. {Flicker},"The fin of some primeval monster wreathed in time's decay and malice, an inseparable part of Ur-Fleece now, inevitable as the Sun, the Moon, and the stars",Disable the {Ur-Knockback X} keyword,,,
ES3134,Black Wool,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,II,,AT-Q,10,"2 Oxydized Ambrosia, 1 Black Wool Strand","You may voluntarily end this Attack before performing the Power Roll. If you do, clear the Kratos Pool",Fail Gain 2 Ambrosia tokens. {Fade In}. :Wound Gain 3 Ambrosia tokens. {Flicker},"The charred hide of some eldritch beast sacrificed to the great god of the seas, once a convenant of everlasting grace, today a promise of an ignoble end. The Fleece; its color is immaterial",Permanently gain *Tainted:* Gain 1 Ambrosia token at the start of each Battle and increase your Awakening Range to 9-10 (once per Argonaut Lifetime),,,
ES3135,Tainted Godhood,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,III,,GT,42,"2 Oxydized Ambrosia, 1 Fading Light Construct",,Instinct Disable the [Just a Memory|EX3244] Trait. Gain 2 Aether tokens. {Flicker},"What is this power that corrupts even the pillars of the world, the almighty Olympians? Or... were they never that to begin with...?",Disable Despair effects,,,
ES3136,Holy Phobosis,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,III,,AT,40,2 Oxydized Ambrosia,"You may voluntarily end this Attack before performing the Power Roll. If you do, clear the Kratos Pool",Instinct Gain a random Phobia Affliction and die. {Flicker},"Within the vast body of Ur-Fleece, a paracausal place, a temple to a being of a higher order before which even He bowed in the end. A temple to fear","Disable [Fear|AL0299], [Dread|AL0299], [Terror|EL2596], and [Holy Terror|EL2596] Condition card",,,
ES3137,The Black Truth,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,III,,AT,38,"1 Black Wool Strand, 1 Fading Light Construct",,Fail Gain 3 Ambrosia tokens. {Black March}. :Wound Gain [Dread|AL0299] and [Holy Terror|EL2596] Condition cards. {Flicker},"Of that Other Place, which the gods glimpsed, which the gods sought to domineer, and which turned their age to blackened ash",Disable Ambrosia gain,,,
ES3138,String of Another,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,III,,AT-Q,38,"2 Oxydized Ambrosia, 1 Black Wool Strand",,Fail Draw and perform an AI card. :Wound Gain +4 @Fate. Draw a Moiros card. {Flicker},"What strings could bind the soul of an ancient, omniscient being, a god who creates worlds?","Each Titan resets their @Fate, reset @ArgoFate to 0. Gain the [Strungstring|EJ2976] @Gear card (Secret deck 18, card 292)!",,,
ES3139,The Tear,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,III,,AT,41,"2 Oxydized Ambrosia, 1 Fading Light Construct",,Instinct Disable the [Just a Memory|EX3244] Trait. {Ur-Pull 3} each Titan. {Flicker},"Within the vast body of Ur-Fleece is a wound, an echo of a larger one still, not in flesh, but in space and time, and life, and death, and void. It seeps ambrosia",Disable the {Black March} keyword. Resolve _The Tear_ Special Event,,,
ES3140,Lightgorging Mawbelly,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,III,,AT-Q,39,"2 Oxydized Ambrosia, 1 Black Wool Strand",,Fail {Burn}. Gain 3 Ambrosia tokens. :Wound Gain 2 Aether tokens. {Flicker},"Into this bottomless belly has lal light Ur-Fleece devoured been cast down to rot and fade, just like the gods were once devoured themselves...",Each Titan gains 1 Oxygen token and 2 Aether tokens,,,
ES3176,Hephaestean Bracer,Odyssey,BP,Cycle V,Standard,,Titan X,I,,AT,8,1 Orichalcum Alloy,,Instinct Knockback 7 to the left. {Pain 1},"Titan X parries your blow with the bracer, opening themselves up for a follow-up!",You may perform a *Bonus Attack!*,,,
ES3177,Hephaestean Shin Armor,Odyssey,BP,Cycle V,Standard,,Titan X,I,,AT,6,1 Orichalcum Alloy,,Fail Perform Signature against the Attacker. :Wound {Feint},"Your strike does not break the shin armor, but it must've cracked the tibia bone, because Titan X becomes visibly slower",Reduce the amount of spaces Titan X moves past its Target during Flash Step by 2,,,
ES3178,Armored Shoulderpad,Odyssey,BP,Cycle V,Standard,,Titan X,I,,AT,8,1 Orichalcum Alloy,,Fail Knockdown. Knockback 10 to the left. :Wound Perform Signature against the Attacker,The strike bounces harmlessly off the alloyed armor!,You may gain +2 @Rage,,,
ES3179,Hephaestean Breastplate,Odyssey,BP,Cycle V,Standard,,Titan X,I,,AT,9,1 Slave Metal,,Fail {Feint}. :Wound Perform Signature against the Attacker,The clangor of the strike resounds in your ears and yet you only managed to chip a part of the armor,Gain 1 Undead Silver Rare resource!,,,
ES3180,Hephaestean Plated Back,Odyssey,BP,Cycle V,Standard,,Titan X,I,,AT,9,1 Slave Metal,,Fail Knockdown. Knockback 10 to the left. :Wound WoO Knockback 7 to the left. {Pain 1},"Your hit connects with the Titan's back, and for a moment you think they're going to fall down, but instead they gracefully roll forward",Another Titan may perform a @MovementAction,,,
ES3181,Exohelm,Odyssey,BP,Cycle V,Standard,,Titan X,I,,AT-Q,8,1 Orichalcum Alloy,,Fail {Feint}. :Wound {Pain 1}. {Flash Step},"The hit to the head shatters the exohelm and makes the Titan stumble. Beneath the armor... there is another, more organic faceplate","Move Titan X 3 spaces directly backwards, then move 3 spaces forward to remain adjacent. Gain the [Iapetus Helm|EJ2974] @Gear card (Secret deck 18, card 290)! If you already have it, gain the Blackmask Rare resource instead",,,
ES3182,Crossvisor,Odyssey,BP,Cycle V,Standard,,Titan X,II,,AT-Q,12,1 Orichalcum Alloy,,Instinct {Flash Step},"You connect with the Titan's faceplate, breaking off a part of its impressive X-shaped visor. Yet, it does not hinder it, at least in any visible way","Until the end of Battle, when attacked from the Blindspot space, Titan X has -1 @AT",,,
ES3183,Skeletal Collar,Odyssey,BP,Cycle V,Standard,,Titan X,II,,AT,14,1 Slave Metal,,Fail {Feint}. :Wound {Pain 2}. Titan X moves 9 spaces directly away from the Attacker without turning,"You break the Titan's armor collar, and it momentarily turns into silver liquid!","Gain the [Synergic Armor|EJ2973] @Gear card (Secret deck 18, card 289)",,,
ES3184,Triskelion Jammer,Odyssey,BP,Cycle V,Standard,,Titan X,II,,AT-Q,13,1 Slave Metal,,Fail {Pain 1}. Exhaust your Cryptex. :Wound Perform Signature agianst the Attacker,"You strike where you suspect the cryptex is hidden and smash soemthing, though it wasn't it. For a moment, you imagine a world where this is how mortals wage their wars",Disable the {Critical Strikes} Trait. Disable the [Toying|EX3219] Trait,,,
ES3185,Phosomagnetic Boots,Odyssey,BP,Cycle V,Standard,,Titan X,II,,AT,14,1 Slave Metal,,Instinct {Feint},"You damage the strange boots of the Titan, which somehow connect him to the hardlight surface just beneath the waterline",Reduce the amount of spaces Titan X moves past its Target during Flash Step by 2,,,
ES3186,Spinal Wiring,Odyssey,BP,Cycle V,Standard,,Titan X,II,,AT,13,1 Slave Metal,,Fail {Killjoy}. :Wound {Pain 3}. Titan X moves 9 spaces directly away from the Attacker without turning,You destroy the wiring responsible for suppressing your enemy's pain responses!,Discard all Pain tokens for each Titan!,,,
ES3187,Exposed Joint,Odyssey,BP,Cycle V,Standard,,Titan X,II,,AT-Q,12,1 Orichalcum Alloy,,Fail {Killjoy}. :Wound Perform Signature against the Attacker,You hit one of the exposed joints of the Titan's armor; and it staggers!,"Move Titan X 3 spaces directly backwards, then move 3 spaces forward to remain adjacent. Another Titan may immediately perform @MovementAction",,,
ES3188,Liquid Blade Spinner,Odyssey,BP,Cycle V,Standard,,Titan X,III,,AT,17,"1 Orichalcum Alloy, 2 Slave Metal",,Fail {Feint}. :Wound Draw and perform an AI card,"You sever the Titan's hand, just above the wrist, and the blade falls to the ground, suddenly gelatinous and translucent. It takes you a moment to realize the hand was generated in some way--the titan regrows it out of liquid orichalcum drawn from other parts of the armor","Gain the [Pilfered Blade|EJ2972] @Gear card (Secret deck 18, card 288)! Disable the {Killjoy} Trait. Disable the [Toying|EX3219] Trait",,,
ES3189,Hardlight Generator,Odyssey,BP,Cycle V,Standard,,Titan X,III,,AT,16,3 Orchicalum Alloy,,Fail Draw an Obol. :Wound Draw and perform an AI card,"You strike the Hardlight Generator that has continuously generated the hexagonal floor beneath you, and it explodes in a bright white flash, consuming all",Mark X1. Titan X and all remaining Titans die!,,,
ES3190,Integrated Nervous System,Odyssey,BP,Cycle V,Standard,,Titan X,III,,AT-Q,16,"2 Orichalcum Alloy, 1 Slave Metal",,Fail {Pain 4}. :Wound {Feint},"You must have damaged a crucial subsystem, because the Titan stumbles and their responses become sluggish, predictable",Reduce the amount of spaces Titan Xmoves past its Target during Flash Step to 0. Disable the [Toying|EX3219] Trait,,,
ES3191,Antikratos Harness,Odyssey,BP,Cycle V,Standard,,Titan X,III,,AT-Q,18,"1 Orichalcum Alloy, 2 Slave Metal",,Fail {Killjoy}. :Wound {Feint},"You manage to crush Titan X's antikratos scrolls compartment! The titan loses its composure; its moves and attacks become less sophisticated, more primal",Disable Feints. Disable the [Toying|EX3219] Trait,,,
ES3192,Heart of the Titan,Odyssey,BP,Cycle V,Standard,,Titan X,III,,AT-Q,18,3 Slave Metal,,Fail {Feint}. :Wound {Flash Step},"You manage to deal a killing blow, pierce or crush the Titan's hear... and it keeps going. You don't know how this is possible!",Disable the Pain X keyword. Disable the [Toying|EX3219] Trait,,,
ES3193,Reinforced Cryptex,Odyssey,BP,Cycle V,Standard,,Titan X,III,,AT-Q,16,"2 Orichalcum Alloy, 1 Slave Metal",,Instinct Disable the [Toying|EX3219] Trait. Perform Signature against the Attacker,"You strike at the reinforced cryptex, barely making a dent in its thick hephaestum armor","Permanently gain +1 Fury (once per Argonaut Lifetime). After the Battle, resolve _The Devil_ Special Event",,,
CV1805,Graceful Hand,Odyssey,BP,Cycle III,Standard,Envelope 1,The Pitiless,I,,AT,7,,,Fail Perform Signature against the Attacker. :Wound The Pitiless moves 6 spaces directly away from the Attacker,"As you reel from the strike you just dealt, you notice a tiny red dot on the otherwise perfect hand",You may perform a Bonus Attack!,,,
CV1806,Balletic Leg,Odyssey,BP,Cycle III,Standard,Envelope 1,The Pitiless,I,,AT,7,,,Fail Perform Signature against the Attacker. :Wound The Pitiless moves 6 spaces directly away from the Attacker,"You put your all into this attack, you feel muscles all over your body twitch and tear. As you look at the god bearing down on you, you get the impression you moved him a few inches",You may perform a Bonus Attack!,,,
CV1807,Elegant Shoulder,Odyssey,BP,Cycle III,Standard,Envelope 1,The Pitiless,I,,AT,7,,,Fail Perform Signature against the Attacker. :Wound The Pitiless moves 6 spaces directly away from the Attacker,Your teeth rattle and your weapon cracks from the powerful blow you just dealt. The god merely shrugs it off,You may perform a Bonus Attack!,,,
CV1808,Gorgeous Chest,Odyssey,BP,Cycle III,Standard,Envelope 1,The Pitiless,I,,AT,7,,,Fail Perform Signature against the Attacker. :Wound The Pitiless moves 6 spaces directly away from the Attacker,Your weapon stops dead on the god's chest and the impact resonates throughout your body as a feedback wave,You may perform a Bonus Attack!,,,
CV1809,Delicate Stomach,Odyssey,BP,Cycle III,Standard,Envelope 2,The Pitiless,II,,AT,9,,"Do not escalate. If this BP has been Wounded and there are no cards in the deck, see 0203",Fail Perform Signature against the Attacker. :Wound The Pitiless appears at the closest Sun Circle,"You put your all into this desperate attack, striking the god just bellow the chest. You think you saw the Olympian's Muscles twitch",Another Titan may immediately move up to their Speed and perform a Bonus Attack!,,,
CV1810,Handsome Face,Odyssey,BP,Cycle III,Standard,Envelope 2,The Pitiless,II,,AT,8,,"Do not escalate. If this BP has been Wounded and there are no cards in the deck, see 0203",Fail Perform Signature against the Attacker. :Wound The Pitiless appears at the closest Sun Circle,"Your attack catches the god right in his right cheek, the impact of the hit sends sparks flying. Is that a droplet of blood you see on the Olympian's lip?",Another Titan may immediately move up to their Speed and perform a Bonus Attack!,,,
CV1811,Magnificent Mane,Odyssey,BP,Cycle III,Standard,Envelope 2,The Pitiless,II,,AT,10,,"Do not escalate. If this BP has been Wounded and there are no cards in the deck, see 0203",Fail Perform Signature against the Attacker. :Wound The Pitiless appears at the closest Sun Circle,"In vein you try to rip off the god's scalp with a well palced blow, managing only to slightly ruffle his hair",Another Titan may immediately move up to their @Speed and perform a Bonus Attack!,,,
CV1812,Heavenly Back,Odyssey,BP,Cycle III,Standard,Envelope 2,The Pitiless,II,,AT,11,,"Do not escalate. If this BP has been Wounded and there are no cards in the deck, see 0203",Fail Perform Signature against the Attacker. :Wound The Pitiless appears at the closest Sun Circle,Your weapon almost shatters on the radiant back of the Olympian and you could swear the god hunched a little,Another Titan may immediately move up to their @Speed and perform a Bonus Attack!,,,
CV1813,Godhood,Odyssey,BP,Cycle III,Standard,Envelope U,The Pitiless,III,,AT,40,,For the Aeons: Total Powe rof all failed Attacks against this BP stacks and carries over (note it). See 0203 for details,Wound See 0204,"Sure you jest. The god smiles at your pitiful attempt, as if to say, you are merely trespassing through this realm, I live here",,,,
CV1814,Godhood (Weakened),Odyssey,BP,Cycle III,Standard,Envelope U,The Pitiless,X,,AT,15,,,Instinct Perform Signature against the Attacker. :Wound See 0206,The god looks at you with utter bewilderment. No... How... This cannot be...,See 0206,,,
DV2550,Olympian Loincloth,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,I,,AT,8,,,Fail Perform Signature against the Attack. :Wound The Old Haunt moves 6 spaces directly away from the Attacker,"As your blow tears off the shining fabric, you expose a rather unimpressive Godhood!","Permanently gain +1 Courage and +1 Will. You may Motivate 3 each Titan, then Reposition 3",,,
DV2551,Divine Presence,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,I,,AT,8,,,Fail Perform Signature against the Attack. :Wound The Old Haunt moves 6 spaces directly away from the Attacker,"The paternal aura shimmers and fades, revealing the cruel, petulant being that demands your obedience while offering nothing in return. You sneer at such ""love""","Create the Vantage Point! If the VP is already created, the Old Haunt gains 1 negative @AT token",,,
DV2552,Fragile Fingers,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,II,,AT,10,,,Fail Perform Signature against the Attack. :Wound The Old Haunt appears at the center of the Board,"As your blow glances from the Olympian's hand, the recoil sends you flying. You wish you'd cut the damned thing off!","Knockback 10. Gain the Godhand @Gear card (Secret deck 11, card 203), @Adversary",,,
DV2553,Artificial Halo,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,II,,GT,11,,,"Fail Perform Signature against the Attack. :Wound Create the Vantage Point! If the VP is already created, the Old Haunt gains 1 negative @AT token. You may perform a Bonus Attack!","Your weapon dulls on the sharp divine ring, yet you manage to chink a tiny fragment, enough to support footing!","Create the Vantage Point! If the VP is already created, the Old Haunt gains 1 negative @AT token. You may perform a Bonus Attack!",,,
DV2554,Falsehood,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,III,,AT,21,,,Instinct Create the Vantage Point,"All the lies you were told when you were a child make you cower, yet you do not back down. Your attack cuts through the illusion of power, until only howling wind reamins!",The Old Haunt dies!,,,
DV2555,Searing Radiance,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,III,,GT,20,,,"Fail You are incinerated. :Wound Create the Vantage Point. If the VP is already created, the Old Haunt gains 1 negative @AT token","As the incinerating light engulfs you, you are reminded that it burns only if you believe in it. You don't",You may perform a Bonus Attack!,,,
DV2556,Luminous Heart,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,III,,GT,19,,,Fail Draw an Obol. :Wound The Old Haunt moves 6 spaces directly away from the Attack,"Beautiful, gleaming heart of a heartless monster. You rip it out!","Gain the Luminous Beacon @Gear card (Secret deck 11, card 204), @Adversary",,,
DV2557,Crescent Scar,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,III,,GT,19,,,Fail Perform AI against the Attacker. :Wound The Old Haunt gains 1 negative @AT token,Your predecessors killed this being in Delphi and it left a mark. It's an honor to follow in their footsteps!,The Old Haunt dies!,,,
DV2558,Divine Taint,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,III,,GT,20,,,Fail Gain 5 Ambrosia tokens. :Wound Gain 3 Ambrosia tokens,"Your weapon plunges deep into the divine flesh and finds a vile thing of gate and lies, like the antithesis of a mortal soul!","Gain the Divine Lure @Gear card (Secret deck 11, card 205), @Adversary",,,
DV2559,Faith Devourer,Odyssey,BP,Cycle IV,Standard,Envelope Y,Old Haunt,III,,GT,20,,You cannot use Hope tokens,Instinct Each Titan gains +3 @Fate,"This creature lived off the hopes, dreams, and fears of an entire people. You will starve it",You may perform a Bonus Attack!,,,
ES3196,Hermes Exalted,Odyssey,BP,Cycle V,Tarot,Envelope X,Titan X,X,,AT-Q,20,,"Scion of Hermes: Titan X draws and performs an AI after every Titan turn. This replaces the Man Among Sheep} Trait. When Titan X performs Flash Step, it moves an additional 4 spaces","Instinct Feint, then Flash Step",,,,,
